# GPS drift 5-minute recording
# start_unix=1778582036
host_elapsed_s,status,samples,lat,lon,alt_m,sat,hdop,drift_m,east_m,north_m,avg_m,rms_m,max_m,fix_age_ms,raw
64.961,TRACK,999,22.786180500,120.269675833,30.60,12,0.59,1.289,0.820,-0.994,11818.830,373507.347,11805432.242,6,"status=TRACK samples=999 drift=1.289m east=0.820m north=-0.994m avg=11818.830m rms=373507.347m max=11805432.242m lat=22.786180500 lon=120.269675833 sat=12 hdop=0.59 alt=30.60m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=6"
65.068,TRACK,1001,22.786180333,120.269675833,30.50,12,0.59,1.303,0.820,-1.013,11795.219,373134.026,11805432.242,13,"status=TRACK samples=1001 drift=1.303m east=0.820m north=-1.013m avg=11795.219m rms=373134.026m max=11805432.242m lat=22.786180333 lon=120.269675833 sat=12 hdop=0.59 alt=30.50m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=13"
65.164,TRACK,1003,22.786180333,120.269675833,30.50,12,0.59,1.303,0.820,-1.013,11771.701,372761.822,11805432.242,19,"status=TRACK samples=1003 drift=1.303m east=0.820m north=-1.013m avg=11771.701m rms=372761.822m max=11805432.242m lat=22.786180333 lon=120.269675833 sat=12 hdop=0.59 alt=30.50m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=19"
65.264,TRACK,1005,22.786180333,120.269675833,30.50,12,0.59,1.303,0.820,-1.013,11748.278,372390.730,11805432.242,25,"status=TRACK samples=1005 drift=1.303m east=0.820m north=-1.013m avg=11748.278m rms=372390.730m max=11805432.242m lat=22.786180333 lon=120.269675833 sat=12 hdop=0.59 alt=30.50m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=25"
65.368,TRACK,1007,22.786180333,120.269675833,30.50,12,0.59,1.303,0.820,-1.013,11724.947,372020.745,11805432.242,10,"status=TRACK samples=1007 drift=1.303m east=0.820m north=-1.013m avg=11724.947m rms=372020.745m max=11805432.242m lat=22.786180333 lon=120.269675833 sat=12 hdop=0.59 alt=30.50m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=10"
65.467,TRACK,1007,22.786180333,120.269675833,30.50,12,0.59,1.303,0.820,-1.013,11724.947,372020.745,11805432.242,110,"status=TRACK samples=1007 drift=1.303m east=0.820m north=-1.013m avg=11724.947m rms=372020.745m max=11805432.242m lat=22.786180333 lon=120.269675833 sat=12 hdop=0.59 alt=30.50m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=110"
65.566,TRACK,1009,22.786180167,120.269675833,30.50,12,0.59,1.318,0.820,-1.031,11701.709,371651.859,11805432.242,46,"status=TRACK samples=1009 drift=1.318m east=0.820m north=-1.031m avg=11701.709m rms=371651.859m max=11805432.242m lat=22.786180167 lon=120.269675833 sat=12 hdop=0.59 alt=30.50m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=46"
65.665,TRACK,1011,22.786180167,120.269675833,30.50,12,0.59,1.318,0.820,-1.031,11678.563,371284.069,11805432.242,40,"status=TRACK samples=1011 drift=1.318m east=0.820m north=-1.031m avg=11678.563m rms=371284.069m max=11805432.242m lat=22.786180167 lon=120.269675833 sat=12 hdop=0.59 alt=30.50m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=40"
65.770,TRACK,1013,22.786180167,120.269675833,30.50,12,0.59,1.318,0.820,-1.031,11655.508,370917.369,11805432.242,34,"status=TRACK samples=1013 drift=1.318m east=0.820m north=-1.031m avg=11655.508m rms=370917.369m max=11805432.242m lat=22.786180167 lon=120.269675833 sat=12 hdop=0.59 alt=30.50m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=34"
65.865,TRACK,1015,22.786180000,120.269675833,30.50,12,0.59,1.332,0.820,-1.050,11632.544,370551.753,11805432.242,40,"status=TRACK samples=1015 drift=1.332m east=0.820m north=-1.050m avg=11632.544m rms=370551.753m max=11805432.242m lat=22.786180000 lon=120.269675833 sat=12 hdop=0.59 alt=30.50m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=40"
65.962,TRACK,1017,22.786180000,120.269675833,30.50,12,0.59,1.332,0.820,-1.050,11609.671,370187.216,11805432.242,34,"status=TRACK samples=1017 drift=1.332m east=0.820m north=-1.050m avg=11609.671m rms=370187.216m max=11805432.242m lat=22.786180000 lon=120.269675833 sat=12 hdop=0.59 alt=30.50m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=34"
66.068,TRACK,1019,22.786180000,120.269675833,30.50,12,0.60,1.332,0.820,-1.050,11586.887,369823.752,11805432.242,40,"status=TRACK samples=1019 drift=1.332m east=0.820m north=-1.050m avg=11586.887m rms=369823.752m max=11805432.242m lat=22.786180000 lon=120.269675833 sat=12 hdop=0.60 alt=30.50m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=40"
66.164,TRACK,1021,22.786180000,120.269675833,30.40,12,0.60,1.332,0.820,-1.050,11564.192,369461.358,11805432.242,34,"status=TRACK samples=1021 drift=1.332m east=0.820m north=-1.050m avg=11564.192m rms=369461.358m max=11805432.242m lat=22.786180000 lon=120.269675833 sat=12 hdop=0.60 alt=30.40m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=34"
66.262,TRACK,1023,22.786179833,120.269675833,30.40,12,0.60,1.347,0.820,-1.069,11541.587,369100.026,11805432.242,40,"status=TRACK samples=1023 drift=1.347m east=0.820m north=-1.069m avg=11541.587m rms=369100.026m max=11805432.242m lat=22.786179833 lon=120.269675833 sat=12 hdop=0.60 alt=30.40m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=40"
66.368,TRACK,1025,22.786179833,120.269675833,30.40,12,0.60,1.347,0.820,-1.069,11519.069,368739.753,11805432.242,38,"status=TRACK samples=1025 drift=1.347m east=0.820m north=-1.069m avg=11519.069m rms=368739.753m max=11805432.242m lat=22.786179833 lon=120.269675833 sat=12 hdop=0.60 alt=30.40m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=38"
66.464,TRACK,1026,22.786179833,120.269675833,30.40,12,0.60,1.347,0.820,-1.069,11507.843,368560.011,11805432.242,2,"status=TRACK samples=1026 drift=1.347m east=0.820m north=-1.069m avg=11507.843m rms=368560.011m max=11805432.242m lat=22.786179833 lon=120.269675833 sat=12 hdop=0.60 alt=30.40m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=2"
66.563,TRACK,1027,22.786179833,120.269675833,30.40,12,0.60,1.347,0.820,-1.069,11496.639,368380.532,11805432.242,74,"status=TRACK samples=1027 drift=1.347m east=0.820m north=-1.069m avg=11496.639m rms=368380.532m max=11805432.242m lat=22.786179833 lon=120.269675833 sat=12 hdop=0.60 alt=30.40m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=74"
66.666,TRACK,1029,22.786179833,120.269675833,30.40,12,0.60,1.347,0.820,-1.069,11474.297,368022.360,11805432.242,30,"status=TRACK samples=1029 drift=1.347m east=0.820m north=-1.069m avg=11474.297m rms=368022.360m max=11805432.242m lat=22.786179833 lon=120.269675833 sat=12 hdop=0.60 alt=30.40m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=30"
66.765,TRACK,1031,22.786179667,120.269675833,30.40,12,0.58,1.362,0.820,-1.087,11452.041,367665.230,11805432.242,23,"status=TRACK samples=1031 drift=1.362m east=0.820m north=-1.087m avg=11452.041m rms=367665.230m max=11805432.242m lat=22.786179667 lon=120.269675833 sat=12 hdop=0.58 alt=30.40m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=23"
66.871,TRACK,1033,22.786179667,120.269675833,30.40,12,0.60,1.362,0.820,-1.087,11429.871,367309.137,11805432.242,17,"status=TRACK samples=1033 drift=1.362m east=0.820m north=-1.087m avg=11429.871m rms=367309.137m max=11805432.242m lat=22.786179667 lon=120.269675833 sat=12 hdop=0.60 alt=30.40m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=17"
66.969,TRACK,1035,22.786179667,120.269675833,30.30,12,0.60,1.362,0.820,-1.087,11407.787,366954.078,11805432.242,23,"status=TRACK samples=1035 drift=1.362m east=0.820m north=-1.087m avg=11407.787m rms=366954.078m max=11805432.242m lat=22.786179667 lon=120.269675833 sat=12 hdop=0.60 alt=30.30m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=23"
67.066,TRACK,1037,22.786179667,120.269675833,30.30,12,0.60,1.362,0.820,-1.087,11385.788,366600.046,11805432.242,29,"status=TRACK samples=1037 drift=1.362m east=0.820m north=-1.087m avg=11385.788m rms=366600.046m max=11805432.242m lat=22.786179667 lon=120.269675833 sat=12 hdop=0.60 alt=30.30m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=29"
67.165,TRACK,1039,22.786179500,120.269675833,30.30,12,0.60,1.376,0.820,-1.106,11363.874,366247.036,11805432.242,36,"status=TRACK samples=1039 drift=1.376m east=0.820m north=-1.106m avg=11363.874m rms=366247.036m max=11805432.242m lat=22.786179500 lon=120.269675833 sat=12 hdop=0.60 alt=30.30m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=36"
67.260,TRACK,1041,22.786179500,120.269675833,30.30,12,0.60,1.376,0.820,-1.106,11342.044,365895.045,11805432.242,28,"status=TRACK samples=1041 drift=1.376m east=0.820m north=-1.106m avg=11342.044m rms=365895.045m max=11805432.242m lat=22.786179500 lon=120.269675833 sat=12 hdop=0.60 alt=30.30m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=28"
67.370,TRACK,1043,22.786179500,120.269675833,30.30,12,0.60,1.376,0.820,-1.106,11320.298,365544.066,11805432.242,26,"status=TRACK samples=1043 drift=1.376m east=0.820m north=-1.106m avg=11320.298m rms=365544.066m max=11805432.242m lat=22.786179500 lon=120.269675833 sat=12 hdop=0.60 alt=30.30m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=26"
67.468,TRACK,1044,22.786179500,120.269675833,30.30,12,0.60,1.376,0.820,-1.106,11309.456,365368.955,11805432.242,10,"status=TRACK samples=1044 drift=1.376m east=0.820m north=-1.106m avg=11309.456m rms=365368.955m max=11805432.242m lat=22.786179500 lon=120.269675833 sat=12 hdop=0.60 alt=30.30m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=10"
67.565,TRACK,1045,22.786179500,120.269675833,30.30,12,0.60,1.376,0.820,-1.106,11298.635,365194.096,11805432.242,82,"status=TRACK samples=1045 drift=1.376m east=0.820m north=-1.106m avg=11298.635m rms=365194.096m max=11805432.242m lat=22.786179500 lon=120.269675833 sat=12 hdop=0.60 alt=30.30m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=82"
67.670,TRACK,1047,22.786179333,120.269675833,30.30,12,0.60,1.391,0.820,-1.124,11277.054,364845.129,11805432.242,18,"status=TRACK samples=1047 drift=1.391m east=0.820m north=-1.124m avg=11277.054m rms=364845.129m max=11805432.242m lat=22.786179333 lon=120.269675833 sat=12 hdop=0.60 alt=30.30m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=18"
67.765,TRACK,1049,22.786179333,120.269675833,30.30,12,0.58,1.391,0.820,-1.124,11255.556,364497.160,11805432.242,12,"status=TRACK samples=1049 drift=1.391m east=0.820m north=-1.124m avg=11255.556m rms=364497.160m max=11805432.242m lat=22.786179333 lon=120.269675833 sat=12 hdop=0.58 alt=30.30m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=12"
67.860,TRACK,1051,22.786179333,120.269675833,30.30,12,0.58,1.391,0.820,-1.124,11234.140,364150.185,11805432.242,18,"status=TRACK samples=1051 drift=1.391m east=0.820m north=-1.124m avg=11234.140m rms=364150.185m max=11805432.242m lat=22.786179333 lon=120.269675833 sat=12 hdop=0.58 alt=30.30m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=18"
67.968,TRACK,1053,22.786179333,120.269675833,30.20,12,0.58,1.391,0.820,-1.124,11212.805,363804.199,11805432.242,11,"status=TRACK samples=1053 drift=1.391m east=0.820m north=-1.124m avg=11212.805m rms=363804.199m max=11805432.242m lat=22.786179333 lon=120.269675833 sat=12 hdop=0.58 alt=30.20m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=11"
68.064,TRACK,1055,22.786179333,120.269675833,30.20,12,0.58,1.391,0.820,-1.124,11191.552,363459.197,11805432.242,18,"status=TRACK samples=1055 drift=1.391m east=0.820m north=-1.124m avg=11191.552m rms=363459.197m max=11805432.242m lat=22.786179333 lon=120.269675833 sat=12 hdop=0.58 alt=30.20m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=18"
68.170,TRACK,1057,22.786179167,120.269675833,30.20,12,0.58,1.406,0.820,-1.143,11170.378,363115.175,11805432.242,24,"status=TRACK samples=1057 drift=1.406m east=0.820m north=-1.143m avg=11170.378m rms=363115.175m max=11805432.242m lat=22.786179167 lon=120.269675833 sat=12 hdop=0.58 alt=30.20m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=24"
68.271,TRACK,1059,22.786179167,120.269675667,30.20,12,0.58,1.396,0.803,-1.143,11149.285,362772.128,11805432.242,18,"status=TRACK samples=1059 drift=1.396m east=0.803m north=-1.143m avg=11149.285m rms=362772.128m max=11805432.242m lat=22.786179167 lon=120.269675667 sat=12 hdop=0.58 alt=30.20m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=18"
68.369,TRACK,1061,22.786179167,120.269675667,30.20,12,0.58,1.396,0.803,-1.143,11128.271,362430.052,11805432.242,15,"status=TRACK samples=1061 drift=1.396m east=0.803m north=-1.143m avg=11128.271m rms=362430.052m max=11805432.242m lat=22.786179167 lon=120.269675667 sat=12 hdop=0.58 alt=30.20m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=15"
68.468,TRACK,1061,22.786179167,120.269675667,30.20,12,0.58,1.396,0.803,-1.143,11128.271,362430.052,11805432.242,115,"status=TRACK samples=1061 drift=1.396m east=0.803m north=-1.143m avg=11128.271m rms=362430.052m max=11805432.242m lat=22.786179167 lon=120.269675667 sat=12 hdop=0.58 alt=30.20m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=115"
68.565,TRACK,1063,22.786179167,120.269675667,30.20,12,0.58,1.396,0.803,-1.143,11107.336,362088.941,11805432.242,59,"status=TRACK samples=1063 drift=1.396m east=0.803m north=-1.143m avg=11107.336m rms=362088.941m max=11805432.242m lat=22.786179167 lon=120.269675667 sat=12 hdop=0.58 alt=30.20m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=59"
68.662,TRACK,1065,22.786179000,120.269675667,30.20,12,0.58,1.412,0.803,-1.161,11086.480,361748.792,11805432.242,34,"status=TRACK samples=1065 drift=1.412m east=0.803m north=-1.161m avg=11086.480m rms=361748.792m max=11805432.242m lat=22.786179000 lon=120.269675667 sat=12 hdop=0.58 alt=30.20m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=34"
68.772,TRACK,1067,22.786179000,120.269675667,30.20,12,0.58,1.412,0.803,-1.161,11065.702,361409.599,11805432.242,9,"status=TRACK samples=1067 drift=1.412m east=0.803m north=-1.161m avg=11065.702m rms=361409.599m max=11805432.242m lat=22.786179000 lon=120.269675667 sat=12 hdop=0.58 alt=30.20m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=9"
68.865,TRACK,1069,22.786179000,120.269675667,30.20,12,0.58,1.412,0.803,-1.161,11045.002,361071.359,11805432.242,15,"status=TRACK samples=1069 drift=1.412m east=0.803m north=-1.161m avg=11045.002m rms=361071.359m max=11805432.242m lat=22.786179000 lon=120.269675667 sat=12 hdop=0.58 alt=30.20m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=15"
68.963,TRACK,1071,22.786179000,120.269675667,30.20,12,0.60,1.412,0.803,-1.161,11024.379,360734.066,11805432.242,22,"status=TRACK samples=1071 drift=1.412m east=0.803m north=-1.161m avg=11024.379m rms=360734.066m max=11805432.242m lat=22.786179000 lon=120.269675667 sat=12 hdop=0.60 alt=30.20m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=22"
69.061,TRACK,1073,22.786179000,120.269675667,30.20,12,0.60,1.412,0.803,-1.161,11003.833,360397.718,11805432.242,15,"status=TRACK samples=1073 drift=1.412m east=0.803m north=-1.161m avg=11003.833m rms=360397.718m max=11805432.242m lat=22.786179000 lon=120.269675667 sat=12 hdop=0.60 alt=30.20m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=15"
69.167,TRACK,1075,22.786179000,120.269675667,30.20,12,0.58,1.412,0.803,-1.161,10983.363,360062.308,11805432.242,22,"status=TRACK samples=1075 drift=1.412m east=0.803m north=-1.161m avg=10983.363m rms=360062.308m max=11805432.242m lat=22.786179000 lon=120.269675667 sat=12 hdop=0.58 alt=30.20m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=22"
69.265,TRACK,1077,22.786178833,120.269675667,30.20,12,0.58,1.427,0.803,-1.180,10962.969,359727.833,11805432.242,15,"status=TRACK samples=1077 drift=1.427m east=0.803m north=-1.180m avg=10962.969m rms=359727.833m max=11805432.242m lat=22.786178833 lon=120.269675667 sat=12 hdop=0.58 alt=30.20m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=15"
69.360,TRACK,1079,22.786178833,120.269675500,30.20,12,0.58,1.417,0.786,-1.180,10942.651,359394.288,11805432.242,13,"status=TRACK samples=1079 drift=1.417m east=0.786m north=-1.180m avg=10942.651m rms=359394.288m max=11805432.242m lat=22.786178833 lon=120.269675500 sat=12 hdop=0.58 alt=30.20m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=13"
69.467,TRACK,1079,22.786178833,120.269675500,30.20,12,0.58,1.417,0.786,-1.180,10942.651,359394.288,11805432.242,113,"status=TRACK samples=1079 drift=1.417m east=0.786m north=-1.180m avg=10942.651m rms=359394.288m max=11805432.242m lat=22.786178833 lon=120.269675500 sat=12 hdop=0.58 alt=30.20m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=113"
69.561,TRACK,1081,22.786178833,120.269675500,30.20,12,0.58,1.417,0.786,-1.180,10922.409,359061.670,11805432.242,57,"status=TRACK samples=1081 drift=1.417m east=0.786m north=-1.180m avg=10922.409m rms=359061.670m max=11805432.242m lat=22.786178833 lon=120.269675500 sat=12 hdop=0.58 alt=30.20m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=57"
69.671,TRACK,1083,22.786178833,120.269675500,30.20,12,0.60,1.417,0.786,-1.180,10902.240,358729.973,11805432.242,13,"status=TRACK samples=1083 drift=1.417m east=0.786m north=-1.180m avg=10902.240m rms=358729.973m max=11805432.242m lat=22.786178833 lon=120.269675500 sat=12 hdop=0.60 alt=30.20m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=13"
69.767,TRACK,1085,22.786178833,120.269675500,30.10,12,0.58,1.417,0.786,-1.180,10882.147,358399.194,11805432.242,7,"status=TRACK samples=1085 drift=1.417m east=0.786m north=-1.180m avg=10882.147m rms=358399.194m max=11805432.242m lat=22.786178833 lon=120.269675500 sat=12 hdop=0.58 alt=30.10m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=7"
69.864,TRACK,1086,22.786178667,120.269675500,30.10,12,0.58,1.433,0.786,-1.198,10872.128,358234.147,11805432.242,26,"status=TRACK samples=1086 drift=1.433m east=0.786m north=-1.198m avg=10872.128m rms=358234.147m max=11805432.242m lat=22.786178667 lon=120.269675500 sat=12 hdop=0.58 alt=30.10m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=26"
69.959,TRACK,1089,22.786178667,120.269675500,30.10,12,0.58,1.433,0.786,-1.198,10842.181,357740.371,11805432.242,4,"status=TRACK samples=1089 drift=1.433m east=0.786m north=-1.198m avg=10842.181m rms=357740.371m max=11805432.242m lat=22.786178667 lon=120.269675500 sat=12 hdop=0.58 alt=30.10m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=4"
70.068,TRACK,1091,22.786178667,120.269675500,30.10,12,0.58,1.433,0.786,-1.198,10822.308,357412.319,11805432.242,10,"status=TRACK samples=1091 drift=1.433m east=0.786m north=-1.198m avg=10822.308m rms=357412.319m max=11805432.242m lat=22.786178667 lon=120.269675500 sat=12 hdop=0.58 alt=30.10m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=10"
70.165,TRACK,1093,22.786178667,120.269675500,30.10,12,0.58,1.433,0.786,-1.198,10802.508,357085.168,11805432.242,16,"status=TRACK samples=1093 drift=1.433m east=0.786m north=-1.198m avg=10802.508m rms=357085.168m max=11805432.242m lat=22.786178667 lon=120.269675500 sat=12 hdop=0.58 alt=30.10m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=16"
70.260,TRACK,1095,22.786178667,120.269675500,30.10,12,0.60,1.433,0.786,-1.198,10782.780,356758.914,11805432.242,10,"status=TRACK samples=1095 drift=1.433m east=0.786m north=-1.198m avg=10782.780m rms=356758.914m max=11805432.242m lat=22.786178667 lon=120.269675500 sat=12 hdop=0.60 alt=30.10m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=10"
70.369,TRACK,1097,22.786178500,120.269675500,30.10,12,0.58,1.448,0.786,-1.217,10763.124,356433.552,11805432.242,8,"status=TRACK samples=1097 drift=1.448m east=0.786m north=-1.217m avg=10763.124m rms=356433.552m max=11805432.242m lat=22.786178500 lon=120.269675500 sat=12 hdop=0.58 alt=30.10m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=8"
70.464,TRACK,1097,22.786178500,120.269675500,30.10,12,0.58,1.448,0.786,-1.217,10763.124,356433.552,11805432.242,108,"status=TRACK samples=1097 drift=1.448m east=0.786m north=-1.217m avg=10763.124m rms=356433.552m max=11805432.242m lat=22.786178500 lon=120.269675500 sat=12 hdop=0.58 alt=30.10m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=108"
70.567,TRACK,1099,22.786178500,120.269675500,30.10,12,0.58,1.448,0.786,-1.217,10743.539,356109.079,11805432.242,64,"status=TRACK samples=1099 drift=1.448m east=0.786m north=-1.217m avg=10743.539m rms=356109.079m max=11805432.242m lat=22.786178500 lon=120.269675500 sat=12 hdop=0.58 alt=30.10m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=64"
70.664,TRACK,1101,22.786178500,120.269675500,30.10,12,0.58,1.448,0.786,-1.217,10724.026,355785.491,11805432.242,8,"status=TRACK samples=1101 drift=1.448m east=0.786m north=-1.217m avg=10724.026m rms=355785.491m max=11805432.242m lat=22.786178500 lon=120.269675500 sat=12 hdop=0.58 alt=30.10m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=8"
70.765,TRACK,1103,22.786178500,120.269675333,30.10,12,0.58,1.439,0.769,-1.217,10704.583,355462.783,11805432.242,2,"status=TRACK samples=1103 drift=1.439m east=0.769m north=-1.217m avg=10704.583m rms=355462.783m max=11805432.242m lat=22.786178500 lon=120.269675333 sat=12 hdop=0.58 alt=30.10m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=2"
70.863,TRACK,1105,22.786178500,120.269675333,30.10,12,0.60,1.439,0.769,-1.217,10685.211,355140.951,11805432.242,8,"status=TRACK samples=1105 drift=1.439m east=0.769m north=-1.217m avg=10685.211m rms=355140.951m max=11805432.242m lat=22.786178500 lon=120.269675333 sat=12 hdop=0.60 alt=30.10m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=8"
70.972,TRACK,1107,22.786178333,120.269675333,30.10,12,0.58,1.455,0.769,-1.235,10665.909,354819.993,11805432.242,14,"status=TRACK samples=1107 drift=1.455m east=0.769m north=-1.235m avg=10665.909m rms=354819.993m max=11805432.242m lat=22.786178333 lon=120.269675333 sat=12 hdop=0.58 alt=30.10m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=14"
71.065,TRACK,1109,22.786178333,120.269675333,30.10,12,0.60,1.455,0.769,-1.235,10646.676,354499.902,11805432.242,8,"status=TRACK samples=1109 drift=1.455m east=0.769m north=-1.235m avg=10646.676m rms=354499.902m max=11805432.242m lat=22.786178333 lon=120.269675333 sat=12 hdop=0.60 alt=30.10m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=8"
71.169,TRACK,1111,22.786178333,120.269675333,30.10,12,0.60,1.455,0.769,-1.235,10627.513,354180.677,11805432.242,14,"status=TRACK samples=1111 drift=1.455m east=0.769m north=-1.235m avg=10627.513m rms=354180.677m max=11805432.242m lat=22.786178333 lon=120.269675333 sat=12 hdop=0.60 alt=30.10m gps_baud=38400 gps_rx_pin=45 gps_tx_pin=35 pin_mode=normal_rx45_tx35 fix_age_ms=14"
